﻿MORE_THAN_STRONG_FLAVOUR,Extremely {0},非常に{0}
Combat_EncounterBoar_EnemyActions[3].PlayerWounds.SeriousWounds[4].WoundLog.LogText,You got many lacerations!,切り傷だらけだ！
Combat_EncounterBoar_EnemyActions[3].PlayerWounds.SeriousWounds[5].WoundLog.LogText,Your left arm is broken! It hurts!,左腕が折れた！かなり痛い！
Combat_EncounterBoar_EnemyActions[3].PlayerWounds.SeriousWounds[6].WoundLog.LogText,Your right arm is broken! It hurts!,右腕が折れた！かなり痛い！
Combat_EncounterBoar_EnemyActions[3].PlayerWounds.SeriousWounds[7].WoundLog.LogText,Your left leg is broken! It hurts!,左脚が折れた！かなり痛い！
Combat_EncounterBoar_EnemyActions[3].PlayerWounds.SeriousWounds[8].WoundLog.LogText,Your right leg is broken! It hurts!,右脚が折れた！かなり痛い！
Combat_EncounterBoar_EnemyActions[4].ActionLog.LogText,It turns around and tries to escape...,後ろ向いて逃げようとしてる・・・
Combat_EncounterBoar_EnemyGettingCloseLog.LogText,The boar charges at you!,イノシシが突進してきた！
Combat_EncounterBoar_EnemyDefeatedEffects.ResultLog.LogText,The boar collapses to the ground.,イノシシが倒れた。
Combat_EncounterBoar_EnemyEscapedEffects.ResultLog.LogText,The boar disappears into the foliage....,イノシシは草木の中へと消えていった。
Combat_EncounterBoar_PlayerEscapedEffects.ResultLog.LogText,You retreat and escape from the boar...,なんとかイノシシから逃げきった・・・
Combat_EncounterBoar_PlayerDemoralizedEffects.ResultLog.LogText,You run away from the boar!,イノシシから逃げた
Combat_EncounterDoe_F_EncounterTitle,Doe,雌鹿
Combat_EncounterDoe_F_EnemyName,the doe,雌鹿
Combat_EncounterDoe_F_EnemyActions[0].ActionLog.LogText,The doe notices you...,・・・
Combat_EncounterDoe_F_EnemyActions[1].ActionLog.LogText,It turns around and tries to escape...,後ろ向いて逃げようとしてる・・・
Combat_EncounterDoe_F_EnemyActions[2].ActionLog.LogText,It stops to catch its breath...,息を整えるために立ち止まる・・・
Combat_EncounterDoe_F_EnemyGettingCloseLog.LogText,The doe is getting closer.,雌鹿が近づいてる。
Combat_EncounterDoe_F_EnemyDefeatedEffects.ResultLog.LogText,The doe collapses on the floor.,雌鹿が倒れた。
Combat_EncounterDoe_F_EnemyEscapedEffects.ResultLog.LogText,The doe disappears into the distance...,雌鹿が消えた・・・
Combat_EncounterDoe_F_PlayerEscapedEffects.ResultLog.LogText,You disengage and retreat.,雌鹿のところから離れた。
Combat_EncounterDoe_F_PlayerDemoralizedEffects.ResultLog.LogText,You run away from the doe.,雌鹿のところから逃げた。
Combat_EncounterFlintclaw_EncounterTitle,Flintclaw,フリントクロー
Combat_EncounterFlintclaw_EnemyName,the Flintclaw,フリントクロー
Combat_EncounterFlintclaw_EnemyActions[0].ActionLog.LogText,The Flintclaw hisses at you.,フリントクローが威嚇してきた。
Combat_EncounterFlintclaw_EnemyActions[0].SuccessLog.LogText,The hiss intimidates you...,威嚇が効いてる・・・
Combat_EncounterFlintclaw_EnemyActions[1].ActionLog.LogText,The Flintclaw tries to bite you!,フリントクローが噛んできた！
Combat_EncounterFlintclaw_EnemyActions[1].SuccessLog.LogText,You fail to dodge its bite...,避けられなかった・・・
Combat_EncounterFlintclaw_EnemyActions[1].FailureLog.LogText,You successfully dodge the bite...,なんとか避けた・・・
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.UnharmedResults[0].WoundLog.LogText,"Fortunately, the attack wasn't enough to hurt you.",全く痛くなかった。
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.MinorWounds[0].WoundLog.LogText,The bite didn't draw blood but you'll get a nasty bruise,血を流すほどではないがアザになりそう。
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.MinorWounds[1].WoundLog.LogText,You get a bad bite mark from the attack!,噛まれた跡が残ってる！
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.MinorWounds[2].WoundLog.LogText,The bite gives you a small laceration.,噛まれたところが少し切れてる。
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.MinorWounds[3].WoundLog.LogText,You get an abrasion from the bite!,噛まれたところに擦り傷ができてる。
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.MediumWounds[0].WoundLog.LogText,The bite didn't draw blood but you'll get a nasty bruise,血を流すほどではないがアザになりそう。
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.MediumWounds[1].WoundLog.LogText,You get a bad bite mark from the attack!,噛まれた跡が残ってる！
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.MediumWounds[2].WoundLog.LogText,The bite gives you a small laceration.,噛まれたところが少し切れてる。
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.MediumWounds[3].WoundLog.LogText,You get an abrasion from the bite!,噛まれたところに擦り傷ができてる。
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.SeriousWounds[0].WoundLog.LogText,The bite didn't draw blood but you'll get a nasty bruise,血を流すほどではないがアザになりそう。
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.SeriousWounds[1].WoundLog.LogText,You get a bad bite mark from the attack!,噛まれた跡が残ってる！
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.SeriousWounds[2].WoundLog.LogText,The bite gives you a small laceration.,噛まれたところが少し切れてる。
Combat_EncounterFlintclaw_EnemyActions[1].PlayerWounds.SeriousWounds[3].WoundLog.LogText,You get an abrasion from the bite!,噛まれたところに擦り傷ができてる。
Combat_EncounterFlintclaw_EnemyActions[2].ActionLog.LogText,The Flintclaw tries to claw you!,フリントクローが引っ搔いてきた！
Combat_EncounterFlintclaw_EnemyActions[2].SuccessLog.LogText,You fail to evade his claws...,避けきれなかった・・・
Combat_EncounterFlintclaw_EnemyActions[2].FailureLog.LogText,You successfully dodge the clawing attack...,なんとか引っ掻きの攻撃を避けた・・・
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.UnharmedResults[0].WoundLog.LogText,"Fortunately, the attack wasn't enough to hurt you.",全く痛くなかった。
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.MinorWounds[0].WoundLog.LogText,The claws don't draw blood but you'll get a nasty bruise.,血を流すほどではないがアザになりそう。
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.MinorWounds[1].WoundLog.LogText,You get some claw marks from the hit.,引っ掻かれた跡が残ってる。
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.MinorWounds[2].WoundLog.LogText,You get a small cut from the claws.,爪が当たって少し切れてる。
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.MinorWounds[3].WoundLog.LogText,You get a painful abrasion from the claws.,フリントクローの爪のせいで擦り傷ができた。
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.MediumWounds[0].WoundLog.LogText,The Flintclaw clawed your left arm!,フリントクローが左腕を引っ掻いた！
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.MediumWounds[1].WoundLog.LogText,The Flintclaw clawed your right arm!,フリントクローが右腕を引っ掻いた！
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.MediumWounds[2].WoundLog.LogText,The Flintclaw clawed your left leg!,フリントクローが左脚を引っ掻いた！
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.MediumWounds[3].WoundLog.LogText,The Flintclaw clawed your right leg!,フリントクローが右脚を引っ掻いた！
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.MediumWounds[4].WoundLog.LogText,The Flintclaw scratched you!,フリントクローが引っ掻いてきた！
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.SeriousWounds[0].WoundLog.LogText,The Flintclaw clawed your left arm!,フリントクローが左腕を引っ掻いた！
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.SeriousWounds[1].WoundLog.LogText,The Flintclaw clawed your right arm!,フリントクローが右腕を引っ掻いた！
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.SeriousWounds[2].WoundLog.LogText,The Flintclaw clawed your left leg!,フリントクローが左脚を引っ掻いた！
Combat_EncounterFlintclaw_EnemyActions[2].PlayerWounds.SeriousWounds[3].WoundLog.LogText,The Flintclaw clawed your right leg!,フリントクローが右脚を引っ掻いた！
Combat_EncounterFlintclaw_EnemyActions[3].ActionLog.LogText,The Flintclaw hisses at you.,フリントクローが威嚇してきた。
Combat_EncounterFlintclaw_EnemyActions[3].SuccessLog.LogText,The hiss intimidates you...,威嚇が効いてる・・・
Combat_EncounterFlintclaw_EnemyGettingCloseLog.LogText,The Flintclaw charges at you!,フリントクローが突進してきた！
Combat_EncounterFlintclaw_EnemyDefeatedEffects.ResultLog.LogText,The Flintclaw collapses on the floor.,フリントクローが倒れた。
Combat_EncounterFlintclaw_EnemyEscapedEffects.ResultLog.LogText,The Flintclaw runs away.,フリントクローが逃げた。
Combat_EncounterFlintclaw_PlayerEscapedEffects.ResultLog.LogText,You disengage and retreat from the Flintclaw,フリントクローから離れ、逃げた。
Combat_EncounterFlintclaw_PlayerDemoralizedEffects.ChaseNPC.OverrideInitiatingChaseLog.LogText,You run away from the Flintclaw.,フリントクローから逃げた。
Combat_EncounterFox_EncounterTitle,Fox,キツネ
Combat_EncounterFox_EnemyName,the fox,キツネ
Combat_EncounterFox_EnemyActions[0].ActionLog.LogText,The fox hisses at you.,キツネが威嚇してきた。
Combat_EncounterFox_EnemyActions[0].SuccessLog.LogText,You are intimidated by the hiss...,威嚇が効いてる・・・
Combat_EncounterFox_EnemyActions[1].ActionLog.LogText,The fox tries to bite you!,キツネが噛んできた！
Combat_EncounterFox_EnemyActions[1].SuccessLog.LogText,You fail to dodge its bite...,避けられなかった・・・
Combat_EncounterFox_EnemyActions[1].FailureLog.LogText,You successfully dodge the bite...,なんとか避けた・・・
Combat_EncounterFox_EnemyActions[1].PlayerWounds.UnharmedResults[0].WoundLog.LogText,"Fortunately, the attack wasn't enough to hurt you.",全く痛くなかった。
Combat_EncounterFox_EnemyActions[1].PlayerWounds.MinorWounds[0].WoundLog.LogText,The bite didn't draw blood but you'll get a nasty bruise,血を流すほどではないがアザになりそう。
Combat_EncounterFox_EnemyActions[1].PlayerWounds.MinorWounds[1].WoundLog.LogText,You got a bad bite mark from the attack!,噛まれた跡が残ってる！
Combat_EncounterFox_EnemyActions[1].PlayerWounds.MinorWounds[2].WoundLog.LogText,The bite gave you a small laceration.,噛まれたところが少し切れてる。
Combat_EncounterFox_EnemyActions[1].PlayerWounds.MinorWounds[3].WoundLog.LogText,You got an abrasion from the bite!,噛まれたところに擦り傷ができてる。
Combat_EncounterFox_EnemyActions[1].PlayerWounds.MediumWounds[0].WoundLog.LogText,The bite didn't draw blood but you'll get a nasty bruise,血を流すほどではないがアザになりそう。
Combat_EncounterFox_EnemyActions[1].PlayerWounds.MediumWounds[1].WoundLog.LogText,You got a bad bite mark from the attack!,噛まれた跡が残ってる！
Combat_EncounterFox_EnemyActions[1].PlayerWounds.MediumWounds[2].WoundLog.LogText,The bite gave you a small laceration.,噛まれたところが少し切れてる。
Combat_EncounterFox_EnemyActions[1].PlayerWounds.MediumWounds[3].WoundLog.LogText,You got an abrasion from the bite!,噛まれたところに擦り傷ができてる。
Combat_EncounterFox_EnemyActions[1].PlayerWounds.SeriousWounds[0].WoundLog.LogText,The bite didn't draw blood but you'll get a nasty bruise,血を流すほどではないがアザになりそう。
Combat_EncounterFox_EnemyActions[1].PlayerWounds.SeriousWounds[1].WoundLog.LogText,You got a bad bite mark from the attack!,噛まれた跡が残ってる！
Combat_EncounterFox_EnemyActions[1].PlayerWounds.SeriousWounds[2].WoundLog.LogText,The bite gave you a small laceration.,噛まれたところが少し切れてる。
Combat_EncounterFox_EnemyActions[1].PlayerWounds.SeriousWounds[3].WoundLog.LogText,You got an abrasion from the bite!,噛まれたところに擦り傷ができてる。
Combat_EncounterFox_EnemyActions[2].ActionLog.LogText,The fox tries to claw you!,キツネが引っ搔いてきた！
Combat_EncounterFox_EnemyActions[2].SuccessLog.LogText,You fail to evade his claws...,避けきれなかった・・・
Combat_EncounterFox_EnemyActions[2].FailureLog.LogText,You successfully dodge the clawing attack...,なんとか引っ掻きの攻撃を避けた・・・
Combat_EncounterFox_EnemyActions[2].PlayerWounds.UnharmedResults[0].WoundLog.LogText,"Fortunately, the attack wasn't enough to hurt you.",全く痛くなかった。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.MinorWounds[0].WoundLog.LogText,The claws didn't draw blood but you'll get a nasty bruise.,血を流すほどではないがアザになりそう。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.MinorWounds[1].WoundLog.LogText,You got some claw marks from the hit.,引っ掻かれた跡が残ってる。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.MinorWounds[2].WoundLog.LogText,You got a small cut from the claws.,爪が当たって少し切れてる。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.MinorWounds[3].WoundLog.LogText,You got a painful abrasion from the badger's claws.,アナグマの爪のせいで擦り傷ができた。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.MediumWounds[0].WoundLog.LogText,The claws didn't draw blood but you'll get a nasty bruise.,血を流すほどではないがアザになりそう。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.MediumWounds[1].WoundLog.LogText,You got some claw marks from the hit.,引っ掻かれた跡が残ってる。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.MediumWounds[2].WoundLog.LogText,You got a small cut from the claws.,爪が当たって少し切れてる。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.MediumWounds[3].WoundLog.LogText,You got a painful abrasion from the fox's claws.,キツネの爪のせいで擦り傷ができた。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.SeriousWounds[0].WoundLog.LogText,The claws didn't draw blood but you'll get a nasty bruise.,血を流すほどではないがアザになりそう。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.SeriousWounds[1].WoundLog.LogText,You got some claw marks from the hit.,引っ掻かれた跡が残ってる。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.SeriousWounds[2].WoundLog.LogText,You got a small cut from the claws.,爪が当たって少し切れてる。
Combat_EncounterFox_EnemyActions[2].PlayerWounds.SeriousWounds[3].WoundLog.LogText,You got a painful abrasion from the badger's claws.,アナグマの爪のせいで擦り傷ができた。
Combat_EncounterFox_EnemyActions[3].ActionLog.LogText,The fox tries to escape!,キツネが逃げようとした！
Combat_EncounterFox_EnemyActions[3].SuccessLog.LogText,The fox starts running away...,キツネが逃げ出した・・・
Combat_EncounterFox_EnemyGettingCloseLog.LogText,The fox gets in close.,キツネが
Combat_EncounterFox_EnemyDefeatedEffects.ResultLog.LogText,The fox collapses on the floor.,近づいてきた。
Combat_EncounterFox_EnemyEscapedEffects.ResultLog.LogText,The fox disappears into the foliage...,キツネが草木の中へと消えていった。
