﻿MORE_THAN_STRONG_FLAVOUR,Extremely {0},Чрезвычайно {0}
ForestCapsCooked_CardDescription,Edible mushroom.,Съедобный гриб.
ForestCapsCooked_CardHelpSection,"<b>Found:</b> Humid and dark areas.\n\n<b>Growth Needs:</b> High Acidity, Hydration and Nutrients.\n\n<b>Benefits:</b> Staple Food, Vitamin Source.","<b>Найдено:</b> Влажные и темные области.\n\n<b>Требования к росту:</b> Высокая кислотность, увлажненность и содержание питательных веществ.\n\n<b>Преимущества:</b> Основная еда, источник витаминов."
ForestCapsCooked_UsageDurability.CardStatName,Drying,Сушка
ForestCapsCooked_UsageDurability.OnFull.ActionDescription,Forest Caps dried!,Лесные шляпки высушены!
ForestCapsCooked_FuelCapacity.CardStatName,Temperature,Температура
ForestCapsCooked_SpecialDurability1.CardStatName,Burned,Сгорел
ForestCapsCooked_SpecialDurability2.CardStatName,Quality,Качество
ForestCapsCooked_SpecialDurability4.CardStatName,Boil,Кипятить
ForestCapsCooked_DismantleActions[0].ActionName,Eat,Есть
ForestCapsDried_CardName,Dried Forest Caps,Сушеные лесные шляпки
ForestCapsDried_CardDescription,Edible mushroom. Dried to last.,"Съедобный гриб. Высушен, чтобы дольше сохранялся."
ForestCapsDried_CardHelpSection,"<b>Found:</b> Humid and dark areas.\n\n<b>Growth Needs:</b> High Acidity, Hydration and Nutrients.\n\n<b>Benefits:</b> Staple Food, Vitamin Source.","<b>Найдено:</b> Влажные и темные области.\n\n<b>Требования к росту:</b> Высокая кислотность, увлажненность и содержание питательных веществ.\n\n<b>Преимущества:</b> Основная еда, источник витаминов."
ForestCapsDried_FuelCapacity.CardStatName,Temperature,Температура
ForestCapsDried_SpecialDurability1.CardStatName,Burned,Сгорел
ForestCapsDried_SpecialDurability2.CardStatName,Quality,Качество
ForestCapsDried_SpecialDurability4.CardStatName,Boil,Кипятить
ForestCapsDried_DismantleActions[0].ActionName,Eat,Есть
FrostleafDried_CardName,Dry Frostleaf,Сушить Хладолист
FrostleafDried_CardDescription,Has a cool refreshing aroma. Alleviates inflamation and provides a mild numbing effect against pain and headaches. \n\nCan be ground to enhance its effects.,Имеет прохладный освежающий аромат. Облегчает воспаление и обеспечивает легкий обезболивающий эффект против боли и головной боли. \n\nМожно измельчить для усиления его эффектов.
FrostleafDried_CardHelpSection,"<b>Found:</b> Near rivers.\n\n<b>Growth Needs:</b> Low Acidity, Mid to High Hydration, Mid to High Nutrients.\n\n<b>Benefits:</b> Meal Enchancer, Vitamin Source, Analgesic, Anxiolytic, Antiemetic, Anti-inflammatory.","<b>Найдено:</b> Возле рек.\n\n<b>Требования к росту:</b> Низкая кислотность, Средняя до высокой увлажненность, Среднее до высокое содержание питательных веществ.\n\n<b>Преимущества:</b> Усилитель блюд, источник витаминов, анальгетик, анксиолитик, противорвотное, противовоспалительное."
FrostleafDried_SpecialDurability1.CardStatName,Burned,Сгорел
FrostleafDried_SpecialDurability2.CardStatName,Quality,Качество
FrostleafDried_CardInteractions[0].ActionName,Soak,Замочить
FrostleafDried_CardInteractions[2].ActionName,Grind,Измельчить
FrostleafDried_DismantleActions[0].ActionName,Eat,Есть
MeatCooked_CardName,Cooked Meat,Приготовленное мясо
MeatCooked_CardDescription,Tasty and nutritious.\n\nCan be dried to last longer.,"Вкусно и питательно.\n\nМожно высушить, чтобы дольше хранилось."
MeatCooked_UsageDurability.CardStatName,Drying,Сушка
MeatCooked_UsageDurability.OnFull.ActionDescription,Meat dried!,Мясо высушено!
MeatCooked_FuelCapacity.CardStatName,Temperature,Температура
MeatCooked_SpecialDurability1.CardStatName,Burned,Сгорело
MeatCooked_SpecialDurability2.CardStatName,Quality,Качество
MeatCooked_SpecialDurability4.CardStatName,Boil,Варить
MeatCooked_DismantleActions[0].ActionName,Eat,Есть
MeatDried_CardName,Dried Meat,Вяленое Мясо
MeatDried_CardDescription,Tasty and nutritious.,Вкусно и питательно.
MeatDried_FuelCapacity.CardStatName,Temperature,Температура
MeatDried_SpecialDurability1.CardStatName,Burned,Сгорело
MeatDried_SpecialDurability2.CardStatName,Quality,Качество
MeatDried_SpecialDurability4.CardStatName,Boil,Варить
MeatDried_DismantleActions[0].ActionName,Eat,Есть
MinnowCooked_CardName,Roasted Minnow,Жареная Малёк
MinnowCooked_CardDescription,"Lightly cooked, offering a crispy, mild taste that can be a quick, simple meal.","Легко приготовлено, предлагает хрустящий, мягкий вкус, который может быть быстрым, простым блюдом."
MinnowCooked_FuelCapacity.CardStatName,Temperature,Температура
MinnowCooked_SpecialDurability1.CardStatName,Burned,Сгорело
MinnowCooked_SpecialDurability2.CardStatName,Quality,Качество
MinnowCooked_DismantleActions[0].ActionName,Eat,Есть
MouseCooked_CardName,Roasted Mouse,Жареная Мышь
MouseCooked_CardDescription,I wish it had a bit more meat.,"Хотелось бы, чтобы было немного больше мяса."
MouseCooked_FuelCapacity.CardStatName,Temperature,Температура
MouseCooked_SpecialDurability1.CardStatName,Burned,Сгорело
MouseCooked_SpecialDurability2.CardStatName,Quality,Качество
MouseCooked_DismantleActions[0].ActionName,Eat,Есть
NettleLeavesDried_CardName,Dried Nettle Leaves,Сушёные Листья Крапивы
NettleLeavesDried_CardDescription,Covered in fine stinging hairs. Can be boiled to make them safe.,"Покрыты мелкими жгучими волосками. Можно отварить, чтобы сделать их безопасными."
NettleLeavesDried_FuelCapacity.CardStatName,Temperature,Температура
NettleLeavesDried_SpecialDurability1.CardStatName,Burned,Сгорело
NettleLeavesDried_SpecialDurability2.CardStatName,Quality,Качество
NettleLeavesDried_SpecialDurability4.CardStatName,Boil,Варить
NettleLeavesDried_DismantleActions[0].ActionName,Eat,Есть
PeasCooked_CardName,Cooked Peas,Варёный Горох
PeasCooked_CardDescription,"Tasty and nutritious, perfect for enriching a meal.","Вкусно и питательно, идеально для обогащения блюда."
PeasCooked_FuelCapacity.CardStatName,Temperature,Температура
PeasCooked_SpecialDurability1.CardStatName,Burned,Сгорело
PeasCooked_SpecialDurability2.CardStatName,Quality,Качество
PeasCooked_DismantleActions[0].ActionName,Eat,Есть
PeasDried_CardName,Dried Peas,Сушёный Горох
PeasDried_CardDescription,"A nutritious, long lasting food.","Питательная, долго хранящаяся еда."
PeasDried_FuelCapacity.CardStatName,Temperature,Температура
PeasDried_SpecialDurability1.CardStatName,Burned,Сгорело
PeasDried_SpecialDurability2.CardStatName,Quality,Качество
RyeFlatBread_CardName,Rye Flatbread,Ржаная Лепёшка
RyeFlatBread_CardDescription,Good source of calories. Can also be used as a plate.,Хороший источник калорий. Также может использоваться как тарелка.
RyeFlatBread_FuelCapacity.CardStatName,Temperature,Температура
RyeFlatBread_SpecialDurability1.CardStatName,Burned,Сгорело
RyeFlatBread_SpecialDurability2.CardStatName,Quality,Качество
RyeFlatBread_DismantleActions[0].ActionName,Eat,Есть
RyeFlatBread_GroupInventoryActions[0].ActionName,Eat All,Съесть Всё
SpiritMushroomsDried_CardName,Dry Spirit Mushrooms,Сухие Духовные Грибы
SpiritMushroomsDried_CardDescription,Edible mushrooms capable of inducing altered mind states.\n\nCan be ground to enhance its effects.,"Съедобные грибы, способные вызывать измененные состояния сознания.\n\nМогут быть измельчены для усиления эффекта."
SpiritMushroomsDried_CardHelpSection,"<b>Found:</b> Oak clearings.\n\n<b>Growth Needs:</b> High Acidity, Hydration and Nutrients.\n\n<b>Benefits:</b> Psychoactive.","<b>Найдено:</b> Дубовые поляны.\n\n<b>Требования к росту:</b> Высокая кислотность, увлажнение и питательные вещества.\n\n<b>Польза:</b> Психоактивные."
SpiritMushroomsDried_FuelCapacity.CardStatName,Temperature,Температура
SpiritMushroomsDried_SpecialDurability1.CardStatName,Burned,Сгорело
SpiritMushroomsDried_SpecialDurability2.CardStatName,Quality,Качество
SpiritMushroomsDried_CardInteractions[0].ActionName,Soak,Замочить
SpiritMushroomsDried_CardInteractions[2].ActionName,Grind,Измельчить
SpiritMushroomsDried_DismantleActions[0].ActionName,Eat,Есть
SpringberriesDried_CardName,Dried Springberries,Сушеные Весенние Ягоды
SpringberriesDried_FuelCapacity.CardStatName,Temperature,Температура
SpringberriesDried_SpecialDurability1.CardStatName,Burned,Сгорело
SpringberriesDried_SpecialDurability2.CardStatName,Quality,Качество
SpringberriesDried_DismantleActions[0].ActionName,Eat,Есть
SpringberriesFermented_CardName,Fermented Springberries,Ферментированные Весенние Ягоды
SpringberriesFermented_CardDescription,Tasty and nutritious berry spread.,Вкусная и питательная ягодная паста.
SpringberriesFermented_FuelCapacity.CardStatName,Temperature,Температура
SpringberriesFermented_SpecialDurability1.CardStatName,Burned,Сгорело
SpringberriesFermented_SpecialDurability2.CardStatName,Quality,Качество
SpringberriesFermented_DismantleActions[0].ActionName,Eat,Есть
SpringberriesRoasted_CardName,Roasted Springberries,Жареные Весенние Ягоды
SpringberriesRoasted_CardDescription,Tasty and nutritious berries.,Вкусные и питательные ягоды.
