MORE_THAN_STRONG_FLAVOUR,Extremely {0},Чрезвычайно {0}
AdvancedPottery_Obj1_BuildAKiln_ObjectiveDescription*,Build a Kiln,Постройте Горн
AdvancedPottery_Obj2_FireWoodToMakeTar_ObjectiveDescription*,Fire a Pine Log Piece to make Tar,"Обожгите кусок соснового бревна, чтобы сделать деготь"
AdvancedPottery_Obj3_FireAVase_ObjectiveDescription*,Fire a Vase,Обожгите вазу
AdvancedPottery_Obj4_FireAStoragePot_ObjectiveDescription*,Fire a Storage Pot,Обожгите горшок для хранения
AdvancedPottery_Sub1_BuildAKiln_QuestTitle*,Build a Kiln,Постройте Горн
AdvancedPottery_Sub2_FireWoodToMakeTar_QuestTitle*,Fire a Pine Log Piece to make Tar,"Обожгите кусок соснового бревна, чтобы сделать деготь"
AdvancedPottery_Sub3_FireAVase_QuestTitle*,Fire a Vase,Обожгите вазу
AdvancedPottery_Sub4_FireAStoragePot_QuestTitle*,Fire a Storage Pot,Обожгите горшок для хранения
AnimalHusbandry_Completed_ObjectiveDescription,Animal Husbandry,Животноводство
AnimalHusbandry_Completed_OnCompleteActions[0].ActionName,Completed,Завершено
AnimalHusbandry_Completed_Event_CardName,Animal Husbandry Complete,Животноводство завершено
AnimalHusbandry_Completed_Event_CardDescription,Blueprints and Tasks Available,Открыты новые чертежи и квесты
AnimalHusbandry_Completed_Event_DismantleActions[0].ActionName,Continue,Продолжить
AnimalHusbandry_DisplayConditions_OnCompleteActions[0].ActionName,Completed,Завершено
AnimalHusbandry_Main_QuestTitle,Animal Husbandry,Животноводство
AnimalHusbandry_Obj1_BuildAPitTrap_ObjectiveDescription,Build a Pit Trap,Постройте ловушку-ямку
AnimalHusbandry_Obj2_CatchALiveAnimal_ObjectiveDescription,Catch a Live Animal,Поймайте живое животное
AnimalHusbandry_Obj3_GainTheTrustOfALargeAnimal_ObjectiveDescription,Gain the Trust of a Large Animal,Завоюйте доверие крупного животного
AnimalHusbandry_Obj4_HaveALargeAnimalGiveBirth_ObjectiveDescription,Have a Large Animal give Birth,Пусть крупное животное родит
AnimalHusbandry_Sub1_BuildAPitTrap_QuestTitle,Build a Pit Trap,Постройте ловушку-ямку
AnimalHusbandry_Sub2_CatchALiveAnimal_QuestTitle,Catch a Live Animal,Поймайте живое животное
AnimalHusbandry_Sub3_GainTheTrustOfALargeAnimal_QuestTitle,Gain the Trust of a Large Animal,Завоюйте доверие крупного животного
AnimalHusbandry_Sub4_HaveALargeAnimalGiveBirth_QuestTitle,Have a Large Animal give Birth,Пусть крупное животное родит
BasicArchery_Completed_ObjectiveDescription,Basic Archery,Лучник Новичок
BasicArchery_Completed_OnCompleteActions[0].ActionName,Completed,Завершено
BasicArchery_Completed_Event_CardName,Basic Archery Complete,Лучник Новичок - Завершено
BasicArchery_Completed_Event_CardDescription,Blueprints and Tasks Available,Открыты новые чертежи и квесты
BasicArchery_Completed_Event_DismantleActions[0].ActionName,Continue,Продолжить
BasicArchery_DisplayConditions_OnCompleteActions[0].ActionName,Completed,Завершено
BasicArchery_Main_QuestTitle,Basic Archery,Лучник Новичок
BasicArchery_Obj1_CraftaSimpleArrow_ObjectiveDescription,Craft a Simple Arrow,Создайте простую стрелу
BasicArchery_Obj2_CraftaBow_ObjectiveDescription,Craft a Bow,Создайте лук
BasicArchery_Obj3_CraftAQuiver_ObjectiveDescription,Craft a Quiver,Создайте колчан
BasicArchery_Sub1_CraftaSimpleArrow_QuestTitle,Craft a Simple Arrow,Создайте простую стрелу
BasicArchery_Sub2_CraftaBow_QuestTitle,Craft a Bow,Сделать лук
BasicArchery_Sub3_CraftAQuiver_QuestTitle,Craft a Quiver,Сделать колчан
BasicBrewing_Completed_ObjectiveDescription,Basic Brewing,Пивовар Новичок
BasicBrewing_Completed_OnCompleteActions[0].ActionName,Completed,Завершено
BasicBrewing_Completed_Event_CardName,Basic Brewing Complete,Пивовар Новичок - Завершено
BasicBrewing_Completed_Event_CardDescription,Blueprints and Tasks Available,Открыты новые чертежи и квесты
BasicBrewing_Completed_Event_DismantleActions[0].ActionName,Continue,Продолжить
BasicBrewing_DisplayConditions_OnCompleteActions[0].ActionName,Completed,Завершено
BasicBrewing_Main_QuestTitle,Basic Brewing,Пивовар Новичок
BasicBrewing_Obj1_MakeTeaByCombiningAHerbWithHotWaterInABowl_ObjectiveDescription,Make Tea by Combining a Herb with hot Water in a Bowl,"Сделайте чай, смешав траву с горячей водой в миске"
BasicBrewing_Obj2_DrinkAppleweedTeaToCalmYourNauseaAndBoostYourAppetite_ObjectiveDescription,Drink Appleweed Tea to calm Your Nausea and boost your Appetite,"Выпейте чай из яблочной травы, чтобы успокоить тошноту и улучшить Аппетит"
BasicBrewing_Obj3_DrinkFairyweedTeaToLowerYourFeverAndPain_ObjectiveDescription,Drink Fairyweed Tea to lower your Fever and Pain,"Выпейте чай из фейритравы, чтобы снизить жар и боль"
BasicBrewing_Obj4_DrinkFirewaterToBoostYourImmuneSystemAndBodyTemperature_ObjectiveDescription,Drink Firewater to boost your Immune System and Body Temperature,"Выпейте огненную воду, чтобы укрепить иммунную систему и повысить температуру тела"
BasicBrewing_Sub1_MakeTeaByCombiningAHerbWithHotWaterInABowl_QuestTitle,Make Tea by Combining a Herb with hot Water in a Bowl,"Сделайте чай, смешав траву с горячей водой в миске"
BasicBrewing_Sub2_DrinkAppleweedTeaToCalmYourNauseaAndBoostYourAppetite_QuestTitle,Drink Appleweed Tea to calm Your Nausea and boost your Appetite,"Выпейте чай из яблочной травы, чтобы успокоить тошноту и улучшить Аппетит"
BasicBrewing_Sub3_DrinkFairyweedTeaToLowerYourFeverAndPain_QuestTitle,Drink Fairyweed Tea to lower your Fever and Pain,"Выпейте чай из фейритравы, чтобы снизить жар и боль"
BasicBrewing_Sub4_DrinkFirewaterToBoostYourImmuneSystemAndBodyTemperature_QuestTitle,Drink Firewater to boost your Immune System and Body Temperature,"Выпейте огненную воду, чтобы укрепить иммунную систему и повысить температуру тела"
BasicCarpentry_Completed_ObjectiveDescription*,Basic Carpentry,Плотник Новичок
BasicCarpentry_Completed_OnCompleteActions[0].ActionName*,Completed,Завершено
BasicCarpentry_Completed_Event_CardName*,Basic Carpentry Complete,Плотник Новичок - Завершено
BasicCarpentry_Completed_Event_CardDescription*,Blueprints and Tasks Available,Открыты новые чертежи и квесты
BasicCarpentry_Completed_Event_DismantleActions[0].ActionName*,Continue,Продолжить
BasicCarpentry_DisplayConditions_OnCompleteActions[0].ActionName*,Completed,Завершено
BasicCarpentry_Main_QuestTitle*,Basic Carpentry,Плотник Новичок
BasicCarpentry_Obj1_PlaceALogAsAStool_ObjectiveDescription*,Place a Log as a Stool,Поставьте бревно в качестве табурета
BasicCarpentry_Obj2_BuildARusticTable_ObjectiveDescription*,Build a Rustic Table,Постройте Простой Стол
BasicCarpentry_Obj3_BuildALogBed_ObjectiveDescription*,Build a Log Bed,Постройте кровать из бревен
BasicCarpentry_Sub1_PlaceALoogAsAStool_QuestTitle*,Place a Log as a Stool,Поставьте бревно в качестве табурета
BasicCarpentry_Sub2_BuildARusticTable_QuestTitle*,Build a Rustic Table,Постройте Простой Стол
BasicCarpentry_Sub3_BuildALogBed_QuestTitle*,Build a Log Bed,Постройте Кровать из бревен
BasicCooking_Completed_ObjectiveDescription*,Basic Cooking,Повар Новичок
BasicCooking_Completed_OnCompleteActions[0].ActionName*,Completed,Завершено
BasicCooking_Completed_Event_CardName*,Basic Cooking Complete,Повар Новичок - Завершено
BasicCooking_Completed_Event_CardDescription*,Blueprints and Tasks Available,Открыты новые чертежи и квесты
BasicCooking_Completed_Event_DismantleActions[0].ActionName*,Continue,Продолжить
BasicCooking_DisplayConditions_OnCompleteActions[0].ActionName*,Completed,Завершено
BasicCooking_Main_QuestTitle*,Basic Cooking,Повар Новичок
BasicCooking_Obj1_BoilSomeNettleLeaves_ObjectiveDescription,Boil some Nettle Leaves,Сварите Листья Крапивы
BasicCooking_Obj2_EatFromAClayBowlUsingTheEatAllAction_ObjectiveDescription,Eat from a Clay Bowl using the Eat All Action,"Ешьте из Глиняной Миски, используя действие ""Съесть всё"""
BasicCooking_Obj3_ApplyHotFatToAFoodItem_ObjectiveDescription,Apply hot Fat to a Food Item,Нанесите горячий жир на продукт питания
BasicCooking_Sub1_BoilSomeNettleLeaves_QuestTitle,Boil some Nettle Leaves,Сварите Листья Крапивы
